Area,Year,Head,Tonne,Land under temp. meadows and pastures,Land under perm. meadows and pastures,Value,Export Value,Export Quantity,Temperature_C,Rainfall_mm/yr,Manure_kg,Nutrient nitrogen N (total),Nutrient phosphate P2O5 (total),Nutrient potash K2O (total)
Lithuania,1994,646500.0,1891054.0,0.0,496.0,97.9,127.0,491.0,6.84,673.57,13592016.0,43000.0,14000.0,22000.0
Lithuania,1995,604000.0,1809474.0,0.0,501.0,120.5,886.0,2549.0,7.02,697.11,12698496.0,40000.0,30000.0,48000.0
Lithuania,1996,588600.0,1820436.0,0.0,501.0,150.0,2204.0,5515.0,5.53,547.21,12374726.4,79000.0,10000.0,30000.0
Lithuania,1997,604500.0,1937253.0,0.0,496.0,132.5,2232.0,6011.0,6.74,688.6,12709008.0,81100.0,18200.0,38000.0
Lithuania,1998,566000.0,1915057.0,0.0,492.0,134.2,2952.0,9492.0,6.66,782.21,11899584.0,83400.0,18400.0,38000.0
Lithuania,1999,527200.0,1701838.0,0.0,500.0,123.2,210.0,863.0,7.74,645.41,11083852.8,94000.0,20000.0,40000.0
Lithuania,2000,466400.0,1712974.0,0.0,497.0,112.0,901.0,3898.0,8.08,623.75,9805593.6,98000.0,20000.0,35000.0
Lithuania,2001,440300.0,1718438.0,236.0,1222.0,126.5,284.0,1264.0,7.17,756.43,9256867.2,102000.0,20000.0,40000.0
Lithuania,2002,441000.0,1764934.0,227.0,1203.0,124.3,361.0,1470.0,7.72,614.09,9271584.0,115000.0,30000.0,44000.0
Lithuania,2003,445500.0,1788683.0,224.0,973.0,133.6,520.0,1765.0,6.88,628.95,9366192.0,116000.0,31000.0,43000.0
Lithuania,2004,441000.0,1841616.0,237.6,955.1,175.5,684.0,2048.0,6.88,694.16,9271584.0,117000.0,32000.0,44000.0
Lithuania,2005,433937.0,1853615.0,416.1,890.7,204.0,310.0,742.0,6.88,644.09,9123091.488,119000.0,32000.0,44000.0
Lithuania,2006,420300.0,1884625.0,434.6,876.3,210.4,2652.0,7229.0,7.38,609.8,8836387.2,122000.0,39000.0,56000.0
Lithuania,2007,410200.0,1931222.0,368.0,830.4,328.7,3573.0,7751.0,7.83,753.47,8624044.8,127000.0,39000.0,53000.0
Lithuania,2008,393300.0,1879121.0,359.8,783.2,365.7,4467.0,9844.0,8.14,683.25,8268739.2,118300.0,22000.0,29000.0
Lithuania,2009,371440.0,1786949.0,481.3,607.6,248.4,6776.0,16607.0,7.13,730.65,7809154.56,134400.0,33000.0,43000.0
Lithuania,2010,353506.0,1732512.0,536.0,614.2,331.4,13203.0,29539.0,6.3,851.14,7432110.144,143200.0,35000.0,43000.0
Lithuania,2011,354593.0,1782326.0,562.0,589.3,397.2,38161.0,77256.0,7.68,659.53,7454963.232,147000.0,36000.0,46000.0
Lithuania,2012,339484.0,1774529.0,579.0,549.9,334.0,48731.0,95418.0,6.78,786.07,7137311.616,153000.0,39000.0,50000.0
Lithuania,2013,323499.0,1719515.0,561.3,568.4,420.1,70638.0,111003.0,7.54,686.89,6801242.976,157226.0,41604.0,52291.0
Lithuania,2014,316179.0,1791134.0,543.6,568.1,372.1,90243.0,176363.0,7.84,646.8,6647347.296,163200.0,44475.0,54965.0
Lithuania,2015,314044.0,1734726.0,311.0,799.0,238.2,45763.0,121751.0,8.43,575.75,6602461.056,162813.0,46244.0,57179.0
Lithuania,2016,300489.0,1623869.0,227.3,776.6,235.5,42512.0,112975.0,7.69,763.94,6317480.736,160237.0,50884.0,71413.0
Lithuania,2017,285751.0,1566653.0,198.7,796.1,335.0,45878.0,86818.0,7.5,837.48,6007629.024,167149.0,53762.0,75940.0
Lithuania,2018,256200.0,1568010.0,205.0,796.0,332.8,49788.0,104565.0,8.19,580.61,5386348.8,159433.0,51361.0,71594.0
Lithuania,2019,240900.0,1547430.0,258.5,728.0,320.7,46114.0,104210.0,8.64,613.89,5064681.6,178603.0,52586.8,72025.2
Lithuania,2020,232900.0,1488000.0,251.3,658.0,325.5,47385.0,101652.0,8.96,636.34,4896489.6,185778.74,54512.78,74632.29
Luxembourg,2000,48607.0,264480.0,0.0,65.0,296.1,32869.0,94012.0,10.39,1084.78,1021913.568,185778.74,54512.78,74632.29
Luxembourg,2001,47837.0,269674.0,14.62,65.0,307.3,30672.0,75075.0,9.86,1171.92,1005725.088,185778.74,54512.78,74632.29
Luxembourg,2002,46936.0,270665.0,13.84,65.0,313.4,28969.0,92504.0,10.31,1103.5,986782.464,12905.0,1794.0,1884.0
Luxembourg,2003,44950.0,267114.0,13.95,65.0,368.1,39430.0,96844.0,10.18,756.5,945028.8,12905.0,1794.0,1884.0
Luxembourg,2004,43956.0,268539.0,14.08,65.0,400.0,50690.0,71286.0,9.68,910.5,924130.944,16355.0,2062.0,2267.0
Luxembourg,2005,43418.0,269711.0,11.73,67.0,379.8,45633.0,58392.0,9.95,793.72,912820.032,14230.0,2171.0,2388.0
Luxembourg,2006,42193.0,268073.0,11.3,67.0,379.5,46096.0,52516.0,10.3,911.92,887065.632,14034.0,1708.0,1876.0
Luxembourg,2007,42939.0,274243.0,11.92,68.0,494.8,67728.0,123303.0,10.47,1047.62,902749.536,13312.0,1696.0,1853.0
Luxembourg,2008,43585.0,277672.0,11.36,67.0,550.0,82778.0,139674.0,9.9,979.69,916331.04,13329.0,1083.0,1120.0
Luxembourg,2009,44310.0,283876.0,11.65,67.37,361.1,66779.0,106127.0,10.04,948.82,931573.44,13384.0,990.0,734.0
Luxembourg,2010,45008.0,295302.0,11.88,67.59,396.7,61520.0,143674.0,8.8,992.27,946248.192,13766.0,1180.0,1049.0
Luxembourg,2011,44113.0,292247.0,12.71,67.64,458.6,70625.0,139969.0,10.59,806.14,927431.712,14446.0,1182.0,1182.0
Luxembourg,2012,43436.0,289395.0,13.65,67.29,399.8,59393.0,141027.0,9.87,982.17,913198.464,13675.0,1183.0,1315.0
Luxembourg,2013,46195.0,295855.0,12.58,66.9,490.0,81271.0,157188.0,9.37,945.12,971203.68,13366.0,1179.0,917.0
Luxembourg,2014,46199.0,317045.0,12.79,66.83,497.7,89601.0,172664.0,11.1,900.24,971287.776,12714.0,1180.0,1180.0
Luxembourg,2015,46903.0,346253.0,12.05,66.92,329.9,75936.0,221644.0,10.56,816.56,986088.672,13007.0,1182.0,1051.0
Luxembourg,2016,51025.0,376217.0,11.92,67.12,308.4,77071.0,239852.0,10.12,976.33,1072749.6,13731.0,1124.0,1359.0
Luxembourg,2017,52701.0,387176.0,12.141,67.413,399.4,102107.0,242096.0,10.45,897.76,1107985.824,13574.85,1167.31,904.99
Luxembourg,2018,53000.0,407620.0,12.967,67.705,396.3,103168.0,247223.0,11.16,814.82,1114272.0,13038.0,908.0,631.0
Luxembourg,2019,54150.0,421260.0,11.986,67.884,378.7,99933.0,251429.0,10.83,897.21,1138449.6,13795.0,849.0,578.0
Luxembourg,2020,54230.0,447340.0,13.116,68.25,391.8,109231.0,266546.0,11.33,827.43,1140131.52,13092.03,890.6,843.03
Malta,1991,6300.0,34964.0,13.116,1080.0,391.8,0.0,0.0,18.55,538.95,132451.2,13092.03,890.6,843.03
Malta,1992,8784.0,51422.0,13.116,1080.0,391.8,0.0,0.0,18.75,464.97,184674.816,13092.03,890.6,843.03
Malta,1993,8614.0,50275.0,13.116,1080.0,391.8,0.0,0.0,18.95,433.18,181100.736,13092.03,890.6,843.03
Malta,1994,8026.0,46322.0,13.116,1080.0,391.8,0.0,0.0,19.89,447.05,168738.624,13092.03,890.6,843.03
Malta,1995,6000.0,33061.0,13.116,1080.0,416.4,0.0,0.0,19.1,577.28,126144.0,13092.03,890.6,843.03
Malta,1996,8600.0,41000.0,13.116,1080.0,407.8,0.0,0.0,18.99,593.58,180806.4,13092.03,890.6,843.03
Malta,1997,9800.0,47001.0,13.116,1080.0,378.3,0.0,0.0,19.47,537.41,206035.2,13092.03,890.6,843.03
Malta,1998,7753.0,47968.0,13.116,1080.0,383.6,27.0,5.0,19.29,395.24,162999.072,1159.0,170.0,170.0
Malta,1999,10000.0,48679.0,13.116,1080.0,378.5,0.0,1.0,19.98,430.16,210240.0,451.0,131.0,131.0
Malta,2000,8666.0,47969.0,13.116,1080.0,353.8,1.0,1.0,19.54,396.05,182193.984,754.71,150.0,150.0
Malta,2001,8200.0,46888.0,13.116,1080.0,348.9,2.0,0.0,19.97,355.37,172396.8,624.48,200.0,200.0
Malta,2002,8241.0,44220.0,13.116,1080.0,378.2,23.0,4.0,19.62,434.52,173258.784,659.66,156.0,175.0
Malta,2003,8033.0,41306.0,13.116,1080.0,450.7,7.0,1.0,19.82,601.7,168885.792,535.98,168.0,187.0
Malta,2004,7607.0,41122.0,13.116,1080.0,496.2,0.0,0.0,19.38,449.39,159929.568,526.97,263.0,264.0
Malta,2005,7835.0,41474.0,13.116,1080.0,444.5,0.0,0.0,19.18,484.93,164723.04,590.89,129.0,159.0
Malta,2006,7832.0,41250.0,13.116,1080.0,433.3,4.0,2.0,19.7,480.6,164659.968,681.24,118.0,140.0
Malta,2007,7545.0,40593.0,13.116,1080.0,516.9,0.0,0.0,19.73,509.71,158626.08,591.79,137.0,178.0
Malta,2008,7247.0,40029.0,13.116,1080.0,695.8,26.0,23.0,19.75,418.19,152360.928,407.2,121.0,132.0
Malta,2009,6931.0,39455.0,13.116,1080.0,623.2,0.0,0.0,19.66,599.17,145717.344,439.96,6.0,13.0
Malta,2010,6362.0,42127.0,13.116,1080.0,547.5,7.0,3.0,19.9,458.42,133754.688,551.92,71.0,98.0
Malta,2011,6308.0,41693.0,13.116,1080.0,655.8,43.0,33.0,19.49,491.05,132619.392,470.79,131.0,243.0
Malta,2012,6420.0,43360.0,13.116,1080.0,629.6,9.0,20.0,19.94,444.8,134974.08,548.3,63.44,86.11
Malta,2013,6430.0,40986.0,13.116,1080.0,692.9,1.0,1.0,19.83,455.99,135184.32,571.43,70.81,89.47
Malta,2014,6502.0,42833.0,13.116,1080.0,621.4,1.0,1.0,20.18,479.55,136698.048,594.58,64.79,75.05
Malta,2015,6374.0,41638.0,13.116,1080.0,621.4,1.0,1.0,20.06,549.9,134006.976,617.75,86.96,122.68
Malta,2016,6498.0,43213.0,13.116,1080.0,621.4,1.0,1.0,20.25,375.79,136613.952,568.15,127.79,148.87
Malta,2017,6138.0,41091.0,13.116,1080.0,621.4,2460.0,2551.0,19.78,459.63,129045.312,585.49,125.64,135.95
Malta,2018,6230.0,40410.0,13.116,1080.0,621.4,2.0,3.0,20.06,507.0,130979.52,585.7,91.86,132.52
Malta,2019,6120.0,41270.0,13.116,1080.0,621.4,3.0,1.0,19.92,470.28,128666.88,585.92,104.76,181.33
Malta,2020,6060.0,42110.0,13.116,1080.0,621.4,3.0,1.0,20.04,388.32,127405.44,586.14,406.35,156.11
Netherlands,1991,1819000.0,11047340.0,0.0,1080.0,397.9,40409.0,88873.0,9.52,657.72,38242656.0,391759.0,75000.0,94000.0
Netherlands,1992,1780000.0,11901700.0,0.0,1064.0,432.7,24743.0,45736.0,10.39,813.9,37422720.0,389872.0,69683.0,86000.0
Netherlands,1993,1746733.0,10952650.0,0.0,1064.0,402.7,32795.0,73172.0,9.49,868.94,36723314.592,371555.0,66509.0,81000.0
Netherlands,1994,1697868.0,10872660.0,0.0,1051.0,395.0,35033.0,79055.0,10.55,888.58,35695976.832,395000.0,62000.0,77000.0
Netherlands,1995,1707875.0,11293929.0,0.0,1048.0,439.1,42379.0,89269.0,10.27,802.49,35906364.0,390000.0,70000.0,75000.0
Netherlands,1996,1664648.0,11012592.0,0.0,1052.0,404.0,46281.0,104977.0,8.37,585.78,34997559.552,390000.0,65024.0,72000.0
Netherlands,1997,1591000.0,10922310.0,0.0,1031.0,359.8,32355.0,82526.0,10.11,673.95,33449184.0,375000.0,60000.0,73000.0
Netherlands,1998,1611000.0,10995000.0,0.0,1032.0,371.0,53330.0,134781.0,10.21,1020.33,33869664.0,350000.0,62000.0,73000.0
Netherlands,1999,1588000.0,11174000.0,0.0,1018.0,336.0,55904.0,166261.0,10.86,895.43,33386112.0,345000.0,58000.0,68000.0
Netherlands,2000,1532000.0,11155000.0,0.0,901.9,296.8,65462.0,212401.0,10.83,880.49,32208768.0,300000.0,54000.0,64000.0
Netherlands,2001,1551000.0,10970000.0,112.1,880.9,307.4,57087.0,170413.0,10.28,928.55,32608224.0,296000.0,54000.0,66000.0
Netherlands,2002,1546000.0,10677000.0,107.9,891.9,308.2,66022.0,230832.0,10.72,915.08,32503104.0,292195.0,48013.0,52594.0
Netherlands,2003,1551400.0,11075000.0,194.6,790.6,354.4,178607.0,459122.0,10.55,631.8,32616633.6,290559.0,52442.0,54091.0
Netherlands,2004,1502000.0,10905000.0,221.3,790.8,376.8,151271.0,358880.0,10.28,846.8,31578048.0,300495.0,50852.0,51524.0
Netherlands,2005,1486000.0,10847000.0,205.1,794.9,374.3,163454.0,401681.0,10.52,810.49,31241664.0,279246.0,48623.0,47434.0
Netherlands,2006,1443000.0,10989100.0,202.1,817.1,336.8,164713.0,399982.0,10.91,753.69,30337632.0,287767.0,48314.0,41715.0
Netherlands,2007,1490000.0,11061750.0,195.7,820.7,435.0,211863.0,400959.0,11.04,910.25,31325760.0,241217.0,36058.0,42932.0
Netherlands,2008,1587000.0,11285910.0,190.6,827.8,492.1,256566.0,442211.0,10.53,843.28,33365088.0,231058.0,26678.0,27802.0
Netherlands,2009,1572230.0,11468570.0,189.9,827.2,357.2,258490.0,545428.0,10.47,754.39,33054563.52,224188.0,9909.0,17102.0
Netherlands,2010,1556840.0,11626123.0,182.0,813.3,399.7,227547.0,446062.0,9.04,793.56,32731004.16,217959.0,30728.0,51268.0
Netherlands,2011,1542800.0,11641718.0,172.3,816.0,476.4,307205.0,525915.0,10.88,759.69,32435827.2,212312.0,14945.0,21035.0
Netherlands,2012,1541000.0,11675448.0,191.7,794.9,410.1,193984.0,382003.0,10.22,842.66,32397984.0,231000.0,23000.0,39000.0
Netherlands,2013,1597000.0,12212690.0,209.9,773.1,496.9,227876.0,359909.0,9.74,721.25,33575328.0,201997.0,9107.0,28899.0
Netherlands,2014,1610000.0,12473023.0,235.7,757.8,516.5,244842.0,379088.0,11.61,761.15,33848640.0,221682.33,9116.0,28208.33
Netherlands,2015,1717000.0,13330873.0,242.0,766.0,349.0,166279.0,317782.0,10.86,816.79,36098208.0,241367.67,9125.0,27517.67
Netherlands,2016,1794000.0,14324294.0,245.0,749.0,324.9,222142.0,350066.0,10.65,782.77,37717056.0,224076.0,14683.0,61094.0
Netherlands,2017,1665000.0,14297361.0,248.0,744.0,401.1,335430.0,576113.0,10.89,859.07,35004960.0,224363.0,12843.0,64103.0
Netherlands,2018,1552000.0,14090000.0,223.0,764.0,392.4,353866.0,617430.0,11.4,633.68,32629248.0,208797.0,12904.0,58328.0
Netherlands,2019,1590000.0,14555000.0,216.0,768.0,376.3,285284.0,515189.0,11.24,807.4,33428160.0,209112.0,11740.0,55989.0
Netherlands,2020,1569000.0,14522000.0,205.13,772.41,350.6,191904.0,278490.0,11.66,775.13,32986656.0,214380.0,13616.0,51194.0
Poland,1991,4549296.0,14442457.0,0.0,4038.0,97.4,191904.0,278490.0,8.15,522.38,57536083.836,569300.0,151400.0,288000.0
Poland,1992,4235846.0,13153172.0,0.0,4044.0,134.3,30.0,59.0,8.74,531.48,53571803.3235,683300.0,232000.0,276900.0
Poland,1993,3991000.0,12639430.0,0.0,4047.0,129.2,34.0,87.0,7.81,582.6,50475174.75,757699.0,243000.0,281448.0
Poland,1994,3802000.0,12222310.0,0.0,4055.0,123.2,164.0,368.0,8.88,604.69,48084844.5,836149.0,276000.0,316000.0
Poland,1995,3604300.0,11642395.0,0.0,4047.0,181.4,525.0,853.0,8.17,570.44,45584483.175,851946.0,301672.0,357600.0
Poland,1996,3495000.0,11695786.0,0.0,4125.0,190.3,506.0,815.0,6.62,554.52,44202138.75,910000.0,310000.0,376083.0
Poland,1997,3492580.0,12123333.0,0.0,4136.0,179.0,828.0,1582.0,7.86,621.64,44171532.405,1009700.0,289600.0,400900.0
Poland,1998,3202271.0,12595860.0,0.0,4064.0,174.7,462.0,834.0,8.25,678.29,40499921.90475,862007.0,308414.0,386739.0
Poland,1999,3076959.0,12284365.0,0.0,4034.0,153.3,276.0,424.0,8.91,608.39,38915069.71275,861300.0,296800.0,368400.0
Poland,2000,3014318.0,11889349.0,0.0,4083.0,180.4,279.0,188.0,9.46,618.18,38122833.3255,895500.0,317900.0,401700.0
Poland,2001,2940322.0,11883986.0,0.0,3864.0,191.7,306.0,329.0,8.35,701.48,37186987.4145,861800.0,319900.0,392500.0
Poland,2002,2851364.0,11872686.0,0.0,3562.0,176.0,152.0,137.0,9.09,622.87,36061913.349,831700.0,302600.0,377400.0
Poland,2003,2875948.0,11892323.0,0.0,3268.0,184.6,130.0,145.0,8.39,488.42,36372833.343,895000.0,321900.0,405200.0
Poland,2004,2769524.0,11821982.0,0.0,3365.0,239.0,11545.0,28442.0,8.32,600.03,35026862.409,895300.0,324300.0,408800.0
Poland,2005,2751670.0,11922778.0,0.0,3387.0,287.1,49671.0,137106.0,8.29,571.81,34801058.4075,996500.0,441800.0,527800.0
Poland,2006,2774920.0,11982393.0,0.0,3216.0,299.4,69047.0,153881.0,8.67,551.26,35095106.97,1056200.0,411900.0,502600.0
Poland,2007,2727004.0,12096005.0,0.0,3271.0,386.9,49548.0,92920.0,9.37,668.17,34489101.339,1142300.0,462300.0,537400.0
Poland,2008,2733128.0,12425282.0,0.0,3184.0,424.6,84567.0,161874.0,9.4,598.55,34566553.098,1095400.0,375300.0,428700.0
Poland,2009,2606094.0,12447173.0,0.0,3180.0,287.2,89331.0,218602.0,8.68,677.52,32959922.3415,1023700.0,351700.0,395900.0
Poland,2010,2538184.0,12278718.0,0.0,3230.0,353.5,80121.0,167570.0,7.64,791.84,32101047.594,1091100.0,408400.0,454900.0
Poland,2011,2473165.0,12413796.0,0.0,3291.0,409.1,84949.0,163011.0,8.96,544.78,31278736.04625,1094700.0,370800.0,418300.0
Poland,2012,2441238.0,12667773.0,0.0,3206.0,367.9,131193.0,228061.0,8.57,605.24,30874947.2955,1179100.0,374100.0,390200.0
Poland,2013,2360597.0,12718433.0,0.0,3206.0,429.0,142668.0,200515.0,8.66,646.95,29855060.40825,1098400.0,341100.0,495800.0
Poland,2014,2310259.0,12985520.0,0.0,3120.0,434.6,175048.0,278068.0,9.79,627.32,29218423.13775,1003600.0,303600.0,485000.0
Poland,2015,2279228.0,13236229.0,0.0,3093.0,300.8,174810.0,431058.0,9.79,513.01,28825966.323,1043000.0,325900.0,526500.0
Poland,2016,2145821.0,13244169.0,0.0,3175.0,281.0,194628.0,516993.0,9.25,669.36,27138734.64225,1150600.0,343400.0,555800.0
Poland,2017,2154345.0,13304646.0,0.0,3171.0,368.1,259881.0,529209.0,9.08,725.91,27246539.80125,1178800.0,338700.0,559100.0
Poland,2018,2214100.0,14171150.0,0.0,3150.0,372.7,280513.0,546852.0,9.96,506.45,28002276.225,994100.0,343500.0,567800.0
Poland,2019,2166900.0,14502760.0,0.0,3128.0,352.4,331503.0,712774.0,10.17,539.21,27405326.025,1033500.0,358800.0,559000.0
Poland,2020,2125700.0,14821820.0,0.0,3190.0,354.4,355011.0,733518.0,10.03,622.07,26884259.325,912000.0,322000.0,495000.0
Portugal,1991,382000.0,1696000.0,0.0,838.0,378.4,10405.0,20637.0,15.41,675.71,8031168.0,141000.0,76000.0,41000.0
Portugal,1992,381000.0,1681000.0,0.0,838.0,388.0,3344.0,4816.0,15.4,612.17,8010144.0,127000.0,70000.0,45000.0
Portugal,1993,386000.0,1587000.0,0.0,962.0,345.8,4249.0,9581.0,14.78,856.49,8115264.0,129000.0,73000.0,48000.0
Portugal,1994,379000.0,1638000.0,0.0,1000.0,359.7,12398.0,31667.0,15.72,738.54,7968096.0,128000.0,73000.0,47000.0
Portugal,1995,384000.0,1749605.0,0.0,1024.0,380.0,21944.0,49688.0,16.24,849.71,8073216.0,125000.0,71000.0,48000.0
Portugal,1996,376000.0,1784773.0,0.0,1000.0,357.3,26525.0,61842.0,15.38,1221.24,7905024.0,132000.0,76000.0,50000.0
Portugal,1997,377000.0,1814403.0,0.0,992.0,323.2,27689.0,72995.0,16.19,1120.33,7926048.0,121000.0,67000.0,48000.0
Portugal,1998,372000.0,1850033.0,0.0,1214.5,323.6,58303.0,142476.0,15.82,657.82,7820928.0,131000.0,71000.0,50000.0
Portugal,1999,357000.0,2039803.0,0.0,1437.0,312.8,50108.0,128326.0,15.54,817.12,7505568.0,120000.0,69000.0,48000.0
Portugal,2000,329000.0,2060161.0,0.0,1416.96,275.3,52300.0,162436.0,15.57,991.18,6916896.0,113000.0,63000.0,43000.0
Portugal,2001,305000.0,1983208.0,42.41,1443.08,287.9,42233.0,128344.0,15.69,921.41,6412320.0,103000.0,62000.0,43000.0
Portugal,2002,299000.0,2102959.0,44.81,1469.2,309.3,47278.0,144449.0,15.57,970.3,6286176.0,101000.0,58000.0,38000.0
Portugal,2003,288000.0,1951934.0,47.2,1495.31,364.3,52428.0,130237.0,16.07,1005.4,6054912.0,95000.0,54000.0,37000.0
Portugal,2004,297000.0,2010110.0,49.63,1631.98,407.0,67544.0,138513.0,15.67,690.79,6244128.0,88000.0,51000.0,35000.0
Portugal,2005,285000.0,2061211.0,52.06,1769.0,396.7,57623.0,119552.0,15.7,586.11,5991840.0,84000.0,49000.0,34000.0
Portugal,2006,270000.0,1983757.0,58.65,1774.67,362.6,52879.0,103862.0,16.26,1004.94,5676480.0,87391.0,51149.0,31654.0
Portugal,2007,269000.0,1968632.0,65.25,1781.67,444.3,76879.0,124381.0,15.54,681.62,5655456.0,113005.0,68049.0,52504.0
Portugal,2008,265000.0,2021686.0,48.46,1782.65,530.5,114396.0,150855.0,15.56,849.56,5571360.0,105131.0,41135.0,43463.0
Portugal,2009,255000.0,1998738.0,31.66,1784.6,407.2,118909.0,223774.0,16.22,919.56,5361120.0,97293.0,26427.0,18675.0
Portugal,2010,243000.0,1918251.0,33.14,1792.6,383.8,103420.0,216872.0,15.74,1335.84,5108832.0,100249.0,41432.0,29258.0
Portugal,2011,242000.0,1918517.0,34.62,1800.59,436.8,118921.0,229508.0,16.23,836.21,5087808.0,95088.0,29563.0,24652.0
